current_path,filename,extension,size_bytes,primary_family,subfamily,lifecycle_status,authority,usage,scope,project,phase,trajectory,trajectory_role,logical_location_current,logical_location_target,naming_compliance,location_compliance,metadata_profile,content_summary,incoming_references,outgoing_references,duplicate_or_overlap,canonical_candidate,proposed_disposition,proposed_target_path,proposed_target_filename,rationale,risk_level,morris_gate_required,confidence,evidence,reserve_or_question,migration_lot_candidate
docs/templates/architecture/functional-architecture-cycle-closure-template.md,functional-architecture-cycle-closure-template.md,md,5023,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [Nom du projet] — Clôture du cycle d'architecture fonctionnelle **Projet** : [Code ou nom du projet] **Phase** : [P,,,no,no,keep,docs/templates/architecture/functional-architecture-cycle-closure-template.md,functional-architecture-cycle-closure-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/architecture/functional-architecture-scope-template.md,functional-architecture-scope-template.md,md,5061,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [Nom du projet] — Cadrage du périmètre d'architecture fonctionnelle **Projet** : [Code ou nom du projet] **Phase**,,,no,no,keep,docs/templates/architecture/functional-architecture-scope-template.md,functional-architecture-scope-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/architecture/functional-architecture-summary-template.md,functional-architecture-summary-template.md,md,5600,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [Nom du projet] — Synthèse d'architecture fonctionnelle détaillée **Projet** : [Code ou nom du projet] **Phase** :,,,no,no,keep,docs/templates/architecture/functional-architecture-summary-template.md,functional-architecture-summary-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/process/bpmn-cycle-closure-template.md,bpmn-cycle-closure-template.md,md,2295,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [PROJECT] — Clôture du cycle BPMN **Projet** : [PROJECT_ID] **Phase** : 03-process **Type** : Synthèse de clôture,,,no,no,keep,docs/templates/process/bpmn-cycle-closure-template.md,bpmn-cycle-closure-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/process/bpmn-process-analysis-template.md,bpmn-process-analysis-template.md,md,2899,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [PROJECT] — Analyse des processus BPMN **Projet** : [PROJECT_ID] **Phase** : 03-process **Type** : Analyse BPMN,,,no,no,keep,docs/templates/process/bpmn-process-analysis-template.md,bpmn-process-analysis-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/process/bpmn-process-scope-template.md,bpmn-process-scope-template.md,md,2848,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [PROJECT] — Cadrage de la phase processus BPMN **Projet** : [PROJECT_ID] **Phase** : 03-process **Type** : Cadrag,,,no,no,keep,docs/templates/process/bpmn-process-scope-template.md,bpmn-process-scope-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/tooling/penpot/README.md,README.md,md,1106,F13,,unknown,reference,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,E,# Templates Penpot — SFIA **Dossier** : `docs/templates/tooling/penpot/` **Statut** : Placeholder — templates projet,,](../../tooling/penpot/penpot-design-agent-architecture.md); ](../../tooling/penpot/penpot-sfia-method-integration.md),no,no,keep,docs/templates/tooling/penpot/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Lifecycle inferred insufficiently.,lot-E
docs/templates/ux-ui/ux-ui-cycle-closure-template.md,ux-ui-cycle-closure-template.md,md,5333,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [Nom du projet] — Clôture du cycle de reprise UX/UI **Projet** : [Code ou nom du projet] **Phase** : [Phase documen,,,no,no,keep,docs/templates/ux-ui/ux-ui-cycle-closure-template.md,ux-ui-cycle-closure-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/ux-ui/ux-ui-reprise-scope-template.md,ux-ui-reprise-scope-template.md,md,5474,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [Nom du projet] — Cadrage du cycle de reprise UX/UI **Projet** : [Code ou nom du projet] **Phase** : [Phase documen,,,no,no,keep,docs/templates/ux-ui/ux-ui-reprise-scope-template.md,ux-ui-reprise-scope-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/templates/ux-ui/ux-ui-reprise-summary-template.md,ux-ui-reprise-summary-template.md,md,4899,F04,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,docs,compliant,compliant,D,# [Nom du projet] — Synthèse reprise UX/UI **Projet** : [Code ou nom du projet] **Phase** : [Phase documentaire — ex.,,,no,no,keep,docs/templates/ux-ui/ux-ui-reprise-summary-template.md,ux-ui-reprise-summary-template.md,Family F04 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-H
docs/tooling/mcp/sfia-3-cycle-engine.md,sfia-3-cycle-engine.md,md,7454,F06,,archived,informational,non-operational,tooling,,,SFIA v3.0,archived,docs,method,compliant,non-compliant,F,# SFIA 3.0 — Cycle Engine (moteur de cycle orchestré) **Type :** Architecture cycle **Version :** 3.0 (opening) **Statu,docs/tooling/mcp/sfia-3-gates-and-stop-conditions.md,,no,no,archive,method/sfia-fast-track/documentation/archive/sfia-v3/mcp-cycle-engine.md,sfia-3-cycle-engine.md,Family F06 from path/content heuristics; D10 location non-compliant; D12 naming compliant. D11 archive target.,medium,no,high,path+content-sample+incoming-link-count,,lot-C
docs/tooling/mcp/sfia-3-gates-and-stop-conditions.md,sfia-3-gates-and-stop-conditions.md,md,5294,F06,,archived,informational,non-operational,tooling,,,SFIA v3.0,archived,docs,method,compliant,non-compliant,F,# SFIA 3.0 — Gates Morris et conditions d'arrêt **Type :** Politique gouvernance **Version :** 3.0 (opening) **Statut :,docs/tooling/mcp/sfia-3-cycle-engine.md; docs/tooling/mcp/sfia-3-orchestration-doctrine.md,,no,no,archive,method/sfia-fast-track/documentation/archive/sfia-v3/mcp-gates-and-stop-conditions.md,sfia-3-gates-and-stop-conditions.md,Family F06 from path/content heuristics; D10 location non-compliant; D12 naming compliant. D11 archive target.,medium,no,high,path+content-sample+incoming-link-count,,lot-C
docs/tooling/mcp/sfia-3-orchestration-doctrine.md,sfia-3-orchestration-doctrine.md,md,8196,F06,,archived,informational,non-operational,tooling,,,SFIA v3.0,archived,docs,method,compliant,non-compliant,F,# SFIA 3.0 — Doctrine d'orchestration contrôlée **Type :** Doctrine outillage **Version :** 3.0 (opening) **Statut :**,docs/tooling/mcp/sfia-3-cycle-engine.md; docs/tooling/mcp/sfia-3-gates-and-stop-conditions.md,,no,no,archive,method/sfia-fast-track/documentation/archive/sfia-v3/mcp-orchestration-doctrine.md,sfia-3-orchestration-doctrine.md,Family F06 from path/content heuristics; D10 location non-compliant; D12 naming compliant. D11 archive target.,medium,no,high,path+content-sample+incoming-link-count,,lot-C
docs/tooling/mcp/sfia-mcp-v2-architecture.md,sfia-mcp-v2-architecture.md,md,22902,F06,,draft,unknown,unknown,tooling,,,N/A,N/A,docs,method,compliant,non-compliant,F,# SFIA MCP v2.0 — Architecture des échanges ChatGPT ↔ Cursor **Type :** Architecture outillage **Version :** v2.0 (draf,,,no,no,move,method/sfia-fast-track/documentation/capitalization/tooling-mcp/sfia-mcp-v2-architecture.md,sfia-mcp-v2-architecture.md,Family F06 from path/content heuristics; D10 location non-compliant; D12 naming compliant.,medium,review,high,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample.,lot-B
docs/tooling/penpot/penpot-cursor-agent-rules.md,penpot-cursor-agent-rules.md,md,6033,F06,,draft,unknown,operational,tooling,,,N/A,N/A,docs,docs,compliant,compliant,F,# Penpot Cursor Agent — Règles d'usage SFIA **Type** : Doctrine agent **Domaine** : UX/UI — Design tooling **Statut,docs/tooling/penpot/penpot-design-agent-architecture.md; docs/tooling/penpot/penpot-design-agent-architecture.md; docs/tooling/penpot/penpot-mcp-self-host-rex.md; docs/tooling/penpot/penpot-mcp-self-host-rex.md; projects/interv360/03-design/penpot-first-screen-mcp-instructions.md; projects/interv360/03-design/penpot-project-reference.md; projects/interv360/03-design/penpot-screen-prioritization.md,](penpot-design-agent-architecture.md); ](penpot-sfia-method-integration.md); ](penpot-mcp-self-host-rex.md); ](../../../.cursor/mcp-templates/README.md); ](penpot-design-agent-architecture.md),no,no,keep,docs/tooling/penpot/penpot-cursor-agent-rules.md,penpot-cursor-agent-rules.md,Family F06 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-E
docs/tooling/penpot/penpot-design-agent-architecture.md,penpot-design-agent-architecture.md,md,8420,F06,,draft,unknown,operational,tooling,,,N/A,N/A,docs,docs,compliant,compliant,F,# Penpot Design Agent — Architecture d'intégration SFIA **Type** : Architecture outillage **Domaine** : UX/UI — Desig,docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-mcp-self-host-rex.md; docs/tooling/penpot/penpot-mcp-self-host-rex.md; projects/interv360/03-design/penpot-project-reference.md,](penpot-cursor-agent-rules.md); ](penpot-self-host-docker-guide.md),no,no,keep,docs/tooling/penpot/penpot-design-agent-architecture.md,penpot-design-agent-architecture.md,Family F06 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-E
docs/tooling/penpot/penpot-mcp-self-host-rex.md,penpot-mcp-self-host-rex.md,md,3940,F10,,draft,supporting,operational,tooling,,,N/A,N/A,docs,method,compliant,compliant,B,# Penpot MCP self-host — REX d'installation locale **Type** : Retour d'expérience outillage **Domaine** : UX/UI — Des,docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-cursor-agent-rules.md; docs/tooling/penpot/penpot-self-host-docker-guide.md; docs/tooling/penpot/penpot-self-host-docker-guide.md; projects/interv360/03-design/penpot-first-screen-mcp-instructions.md; projects/interv360/03-design/penpot-project-reference.md,](../../../.cursor/mcp-templates/penpot-mcp.example.json); ](penpot-self-host-docker-guide.md); ](penpot-cursor-agent-rules.md); ](penpot-design-agent-architecture.md); ](../../../.cursor/mcp-templates/),no,no,keep,docs/tooling/penpot/penpot-mcp-self-host-rex.md,penpot-mcp-self-host-rex.md,Family F10 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-B
docs/tooling/penpot/penpot-self-host-docker-guide.md,penpot-self-host-docker-guide.md,md,8578,F06,,draft,unknown,operational,tooling,,,N/A,N/A,docs,docs,compliant,compliant,F,# Penpot self-host — Guide Docker SFIA **Type** : Guide outillage **Domaine** : UX/UI — Design tooling **Statut** :,docker/penpot/README.md; docs/tooling/penpot/penpot-design-agent-architecture.md; docs/tooling/penpot/penpot-design-agent-architecture.md; docs/tooling/penpot/penpot-mcp-self-host-rex.md; docs/tooling/penpot/penpot-mcp-self-host-rex.md; docs/tooling/penpot/penpot-sfia-method-integration.md; docs/tooling/penpot/penpot-sfia-method-integration.md,](https://help.penpot.app/technical-guide/getting-started/); ](https://help.penpot.app/technical-guide/getting-started/docker/); ](https://penpot.app); ](../../../.cursor/mcp-templates/penpot-mcp.example.json); ](../../../.cursor/mcp-templates/README.md),no,no,keep,docs/tooling/penpot/penpot-self-host-docker-guide.md,penpot-self-host-docker-guide.md,Family F06 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-E
